	S5	S6	S7	S8	S13	S14	S15	S16	S21	S22	S23	S24
PENG0000023574	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023575	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023576	85	851	52	1097	98	860	76	345	20	483	26	1370
PENG0000023577	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023578	0	132	1	59	0	113	0	41	0	78	0	63
PENG0000023579	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023580	58409	36624	54659	39449	63310	46561	55486	32681	50824	26730	52459	47384
PENG0000023581	63	65	33	50	59	19	20	62	48	52	33	49
PENG0000023582	0	0	0	0	0	14	0	0	0	0	0	0
PENG0000023583	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023584	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023585	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023586	2584	2141	2184	2070	2975	3371	2394	2201	2293	1904	1862	2162
PENG0000023587	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023588	0	0	0	0	0	0	1	1	0	0	3	0
PENG0000023589	0	1	0	1	0	0	0	0	0	0	0	0
PENG0000023590	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023591	416	240	336	227	400	274	346	343	396	183	363	275
PENG0000023592	38	60	69	97	48	40	63	57	65	42	77	87
PENG0000023593	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023594	0	2	0	1	1	3	0	0	0	0	0	0
PENG0000023595	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023596	923	1753	492	1877	1192	530	428	3541	1152	1262	639	1041
PENG0000023597	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023598	7	42	33	147	8	12	77	17	16	8	11	157
PENG0000023599	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023600	1728	1359	1903	1568	2053	1060	1821	1174	1727	1183	1863	1466
PENG0000023601	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023602	0	26	3	21	0	23	0	18	0	11	0	15
PENG0000023603	314	114	186	142	359	86	253	155	292	89	144	135
PENG0000023604	54	49	32	35	34	74	46	31	12	69	8	38
PENG0000023605	62	705	69	552	53	878	48	1010	20	634	26	543
PENG0000023606	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023607	0	0	0	2	0	0	0	0	0	0	0	0
PENG0000023608	16	43	41	50	40	14	54	71	55	17	70	27
PENG0000023609	2935	1334	3474	2079	2545	1243	2441	1463	2518	1746	2583	2454
PENG0000023610	0	1	0	2	0	0	0	4	0	1	0	0
PENG0000023611	0	1	0	0	1	0	1	0	0	0	1	0
PENG0000023612	1	13	3	8	1	9	1	11	3	10	3	8
PENG0000023613	1005	688	80	100	948	896	131	27	760	488	29	103
PENG0000023614	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023615	1566	1821	1488	2257	1720	1179	1749	3949	1585	1370	1597	1942
PENG0000023616	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023617	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023618	276	479	281	392	287	386	306	650	295	422	340	455
PENG0000023619	256	237	317	276	291	179	308	149	224	141	187	304
PENG0000023620	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023621	8	12	8	9	16	11	6	9	4	13	0	11
PENG0000023622	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023623	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023624	11004	10923	11053	10677	11718	4858	14890	8859	11418	7635	11616	7719
PENG0000023625	0	0	0	1	0	0	0	0	0	0	0	0
PENG0000023626	0	4	0	14	0	0	0	9	0	12	0	13
PENG0000023627	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023628	633	525	724	438	686	600	629	525	761	478	826	460
PENG0000023629	6012	9345	5218	7925	6100	4338	5991	6762	5740	7246	5196	8454
PENG0000023630	0	0	0	0	0	0	0	0	0	1	0	0
PENG0000023631	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023632	21	42	55	50	24	22	41	32	42	33	37	38
PENG0000023633	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023634	0	0	0	0	0	0	0	0	0	0	1	0
PENG0000023635	6	0	0	0	2	0	1	2	1	0	3	0
PENG0000023636	14946	4267	15407	5229	14354	5129	15514	4047	11757	2500	18517	5701
PENG0000023637	6238	10140	11847	12012	6511	10851	11594	7895	5796	7694	14095	13945
PENG0000023638	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023639	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023640	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023641	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023642	0	1	2	4	0	0	0	0	0	1	3	1
PENG0000023643	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023644	196	483	290	335	223	162	320	709	211	276	403	286
PENG0000023645	0	0	0	0	1	3	0	0	0	1	0	0
PENG0000023646	0	4	6	1	0	0	0	0	1	2	0	0
PENG0000023647	154	225	110	176	146	120	164	195	136	231	146	133
PENG0000023648	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023649	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023650	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023651	0	2	0	0	0	0	0	0	0	0	0	0
PENG0000023652	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023653	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023654	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023655	2	1	0	1	0	0	0	0	1	2	0	2
PENG0000023656	1900	1959	2300	1618	2411	1183	2614	1351	2656	1431	2755	1562
PENG0000023657	1975	1373	1251	1249	2111	1125	1218	1219	1869	946	1116	1142
PENG0000023658	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023659	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023660	21	212	15	522	32	51	10	3901	15	129	6	631
PENG0000023661	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023662	1	0	1	0	0	0	0	0	0	2	0	0
PENG0000023663	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023664	2	4	2	2	4	0	0	4	0	0	0	3
PENG0000023665	1	0	6	1	2	1	1	1	0	2	1	2
PENG0000023666	0	3	0	0	0	5	0	4	0	6	1	3
PENG0000023667	927	580	728	524	959	667	874	717	934	505	962	436
PENG0000023668	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023669	15605	8682	11516	10133	17210	8434	11792	6227	13333	5823	9824	9746
PENG0000023670	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023671	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023672	150	519	187	392	225	214	126	525	171	348	229	358
PENG0000023673	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023674	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023675	45	241	52	194	67	256	45	280	166	169	266	173
PENG0000023676	477	677	1391	821	489	1291	1550	304	634	490	1735	782
PENG0000023677	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023678	715	674	658	642	764	810	653	339	648	420	715	713
PENG0000023679	63	50	64	71	42	0	24	95	24	22	42	19
PENG0000023680	19	178	32	95	32	135	42	23	36	78	41	88
PENG0000023681	0	2	3	0	0	3	0	0	0	0	55	1
PENG0000023682	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023683	0	1	0	0	0	0	0	0	0	1	1	0
PENG0000023684	13431	7582	11956	9012	14458	8164	13917	6905	12287	5049	12613	9477
PENG0000023685	11	219	4	33	17	124	3	30	22	121	15	17
PENG0000023686	3	10	7	6	5	6	3	7	7	7	5	0
PENG0000023687	20623	10017	4209	1107	17945	5649	2903	490	11871	8404	1822	947
PENG0000023688	21	164	124	146	18	266	98	108	9	173	49	320
PENG0000023689	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023690	1	49	0	47	4	19	3	332	7	39	13	97
PENG0000023691	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023692	4277	4961	4305	5651	4464	6662	3835	6156	4003	3750	4019	6513
PENG0000023693	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023694	0	0	0	0	0	0	0	0	0	6	0	0
PENG0000023695	410	750	380	616	516	678	375	733	372	544	337	531
PENG0000023696	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023697	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023698	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023699	1	2	1	14	0	0	4	0	2	7	1	0
PENG0000023700	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023701	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023702	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023703	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023704	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023705	2355	2293	2299	2192	2347	1892	2520	2241	2441	1952	2414	2059
PENG0000023706	23	14	17	17	9	10	26	35	8	21	16	22
PENG0000023707	1567	1663	1780	2063	1829	1330	2121	1173	1422	1311	1677	1886
PENG0000023708	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023709	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023710	320	447	402	511	386	245	438	953	319	372	391	527
PENG0000023711	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023712	0	0	0	0	0	0	1	0	0	0	0	0
PENG0000023713	0	0	0	1	0	0	0	1	0	0	0	1
PENG0000023714	317	102	173	175	318	69	78	565	259	86	250	143
PENG0000023715	5	6	5	9	5	4	11	34	16	4	13	10
PENG0000023716	0	0	2	0	0	0	0	0	2	8	0	0
PENG0000023717	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023718	0	5	0	12	0	8	0	7	0	5	0	8
PENG0000023719	35	314	46	221	61	101	38	857	73	277	57	155
PENG0000023720	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023721	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023722	0	0	0	0	0	0	0	1	0	0	0	0
PENG0000023723	0	2	1	0	0	0	0	0	0	0	0	0
PENG0000023724	6200	4956	3155	2430	7921	7360	4508	596	7382	3848	2783	2865
PENG0000023725	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023726	5656	3565	5792	4706	5552	2419	6629	5202	5302	2820	5627	4839
PENG0000023727	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023728	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023729	1	2	0	3	0	0	4	8	0	2	3	2
PENG0000023730	1	2	0	7	0	0	2	1	1	4	0	0
PENG0000023731	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023732	335	318	713	487	360	286	661	429	398	208	729	496
PENG0000023733	1	0	4	0	0	0	1	0	1	0	4	3
PENG0000023734	1199	385	1949	811	1175	450	2046	571	1105	240	2213	864
PENG0000023735	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023736	0	0	0	0	0	0	0	1	0	0	0	0
PENG0000023737	1119	1321	1258	1023	1172	988	1143	689	1382	1043	1738	1151
PENG0000023738	4433	2052	4719	2655	4278	3381	5010	1618	4064	1467	5335	3338
PENG0000023739	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023740	0	1	0	0	4	3	0	0	0	2	0	0
PENG0000023741	1	0	20	0	1	0	16	0	2	1	13	3
PENG0000023742	0	18	0	2	0	19	0	3	0	30	0	3
PENG0000023743	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023744	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023745	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023746	4269	3699	4008	3935	4537	3892	3924	3325	3833	2587	3582	4334
PENG0000023747	1	0	0	1	0	0	0	0	0	0	0	0
PENG0000023748	32	60	58	67	12	13	72	63	31	36	81	50
PENG0000023749	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023750	0	0	0	2	0	0	0	0	0	0	0	0
PENG0000023751	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023752	8	19	6	23	17	11	10	14	19	18	8	34
PENG0000023753	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023754	498	992	524	783	430	435	622	1093	529	802	600	656
PENG0000023755	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023756	0	4	0	0	0	0	0	0	0	0	0	0
PENG0000023757	0	0	0	2	0	0	0	3	0	0	0	0
PENG0000023758	16	24	7	29	20	31	10	24	16	14	9	20
PENG0000023759	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023760	5	47	27	22	15	0	71	106	19	57	46	16
PENG0000023761	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023762	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023763	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023764	0	0	0	0	0	2	0	0	0	3	0	0
PENG0000023765	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023766	0	0	0	0	0	2	3	0	0	0	0	0
PENG0000023767	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023768	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023769	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023770	5	2	5	2	8	0	7	3	8	3	9	8
PENG0000023771	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023772	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023773	0	1	0	0	0	0	1	4	0	0	0	0
PENG0000023774	0	0	0	0	0	0	0	0	1	0	0	0
PENG0000023775	1029	491	542	507	598	1099	937	83	580	431	729	286
PENG0000023776	17	143	29	77	16	147	29	54	8	86	48	129
PENG0000023777	0	1	0	0	0	0	0	25	0	2	0	1
PENG0000023778	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023779	4247	5687	5101	5827	5143	4387	5258	7797	4372	4027	5246	6247
PENG0000023780	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023781	736	865	948	986	874	998	938	580	801	729	1096	1078
PENG0000023782	11984	4522	22282	5990	12011	2610	16504	3984	12176	2271	26127	6038
PENG0000023783	388	452	194	403	391	268	257	1603	372	554	163	373
PENG0000023784	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023785	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023786	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023787	5602	6200	5835	7611	6835	3943	6246	9030	6013	4099	5775	6257
PENG0000023788	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023789	812	1259	1100	1394	782	870	1220	792	972	769	1240	1337
PENG0000023790	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023791	5449	5597	7165	5868	4584	4468	7369	7358	5689	5710	6305	5532
PENG0000023792	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023793	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023794	0	0	3	3	0	0	4	23	2	0	8	9
PENG0000023795	1483	1588	1590	1300	1679	950	1708	1490	1612	1172	1849	1564
PENG0000023796	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023797	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023798	1544	1242	1881	1448	1386	330	2933	2021	985	1055	578	1629
PENG0000023799	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023800	0	0	0	0	0	0	0	0	0	0	1	0
PENG0000023801	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023802	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023803	0	5	0	13	0	24	0	7	0	15	0	10
PENG0000023804	0	0	0	0	0	0	0	2	0	0	0	0
PENG0000023805	0	0	0	0	0	3	0	0	0	0	0	0
PENG0000023806	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023807	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023808	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023809	3605	4419	3912	4876	4151	3064	4067	3707	3707	3034	4023	4172
PENG0000023810	3	0	3	3	3	0	2	1	3	0	3	2
PENG0000023811	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023812	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023813	0	0	0	0	0	0	0	0	0	2	0	0
PENG0000023814	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023815	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023816	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023817	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023818	6019	5053	4563	3473	6263	4881	4356	1522	5876	3364	3913	3745
PENG0000023819	1428	2045	1231	2453	1635	1429	1372	3729	1502	1678	1265	2326
PENG0000023820	2	4	2	1	0	0	0	0	0	0	0	1
PENG0000023821	4825	6672	4025	5700	5335	3776	4642	9158	4726	5443	4169	5390
PENG0000023822	967	1028	1134	1121	1049	712	1144	1257	994	774	992	1220
PENG0000023823	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023824	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023825	7	1	22	7	14	3	15	5	13	3	52	2
PENG0000023826	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023827	912	1011	576	757	894	299	607	1232	716	949	499	1062
PENG0000023828	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023829	0	0	1	0	0	0	1	1	0	0	2	0
PENG0000023830	20	111	26	72	24	17	32	273	23	98	97	62
PENG0000023831	0	0	0	0	0	2	0	4	0	2	0	1
PENG0000023832	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023833	330	321	332	415	333	309	349	257	343	265	332	392
PENG0000023834	0	0	0	0	0	0	0	2	0	2	0	0
PENG0000023835	14	4	62	8	17	4	26	3	31	2	83	8
PENG0000023836	3	9	0	14	0	29	0	1	1	12	4	4
PENG0000023837	2	3	1	7	0	0	0	4	1	3	1	6
PENG0000023838	0	0	0	0	0	7	0	0	0	1	0	0
PENG0000023839	227	380	330	421	217	311	314	263	211	250	433	407
PENG0000023840	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023841	301	266	975	284	319	247	534	128	526	211	1517	344
PENG0000023842	2	27	15	2	2	2	5	1	3	20	22	9
PENG0000023843	0	3	1	0	2	5	0	5	0	6	0	3
PENG0000023844	8	18	10	14	12	11	10	3	7	9	14	9
PENG0000023845	5495	4843	3952	5167	6218	5458	4339	5285	4945	3498	2616	5204
PENG0000023846	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023847	11	14	17	24	12	12	12	37	1	6	4	20
PENG0000023848	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023849	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023850	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023851	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023852	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023853	6	0	1	0	4	0	0	1	3	0	0	0
PENG0000023854	3610	4311	4512	4854	4025	4955	4446	6252	3526	3829	4523	4580
PENG0000023855	282	501	286	586	284	361	174	806	292	417	246	615
PENG0000023856	0	0	2	0	0	0	1	0	0	0	0	0
PENG0000023857	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023858	2144	3279	1760	2526	2390	2457	2003	3146	2305	2467	1619	2622
PENG0000023859	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023860	0	2	0	3	0	0	0	0	0	0	0	0
PENG0000023861	1288	1072	822	737	1066	892	907	1415	1047	952	599	794
PENG0000023862	2349	1941	1826	1468	2321	1786	1836	1209	2176	1543	1745	1672
PENG0000023863	1	3	1	0	0	8	0	14	0	0	2	4
PENG0000023864	0	0	0	0	0	0	0	0	0	0	2	1
PENG0000023865	0	0	0	0	0	0	0	0	0	2	1	0
PENG0000023866	2	0	0	0	1	0	0	1	0	2	0	0
PENG0000023867	14	446	18	121	21	558	46	169	6	704	3	209
PENG0000023868	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023869	0	0	8	1	2	0	4	1	1	0	14	0
PENG0000023870	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023871	0	0	1	3	0	0	3	2	4	1	1	4
PENG0000023872	1136	860	1040	691	1151	946	960	747	1238	627	1079	820
PENG0000023873	4	74	33	7	19	348	15	3	21	40	54	9
PENG0000023874	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023875	0	0	0	2	0	0	1	4	0	0	0	1
PENG0000023876	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023877	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023878	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023879	1	0	0	0	0	0	0	0	0	0	0	0
PENG0000023880	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023881	1450	1158	3156	1953	1687	2888	2704	1356	1236	899	2128	2974
PENG0000023882	0	0	0	0	0	9	0	0	0	0	0	0
PENG0000023883	1084	1623	928	1458	1048	1598	930	1680	873	1531	780	1482
PENG0000023884	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023885	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023886	327	796	142	757	383	465	123	440	362	785	240	687
PENG0000023887	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023888	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023889	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023890	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023891	1051	807	955	722	1288	710	930	1093	1753	574	1255	668
PENG0000023892	0	5	3	0	0	0	0	0	0	0	0	0
PENG0000023893	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023894	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023895	4	3	4	3	6	3	2	2	9	3	8	4
PENG0000023896	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023897	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023898	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023899	0	7	2	20	0	0	0	34	0	8	0	8
PENG0000023900	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023901	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023902	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023903	0	2	0	1	3	0	0	0	1	0	0	2
PENG0000023904	410	903	336	817	505	766	420	813	362	671	322	945
PENG0000023905	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023906	100	53	62	80	68	76	65	14	106	39	50	74
PENG0000023907	0	1	0	1	1	0	0	0	0	1	0	0
PENG0000023908	3	2	0	0	1	1	0	0	6	2	0	0
PENG0000023909	0	2	0	0	0	0	0	0	2	0	1	0
PENG0000023910	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023911	0	0	0	0	0	0	0	2	0	0	0	0
PENG0000023912	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023913	0	0	2	0	0	0	0	0	1	2	0	0
PENG0000023914	3775	5266	3946	5696	4191	5191	4447	5501	3266	3607	3552	6283
PENG0000023915	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023916	18	256	18	268	14	204	13	255	18	177	12	204
PENG0000023917	2996	3561	2725	3582	3009	3328	2761	2316	2927	2224	3477	4109
PENG0000023918	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023919	4	1	1	2	4	1	3	0	3	1	5	6
PENG0000023920	0	0	0	0	0	0	0	0	0	3	0	0
PENG0000023921	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023922	0	0	0	0	0	0	1	0	0	0	1	0
PENG0000023923	28	258	61	95	17	200	38	212	13	262	72	81
PENG0000023924	5078	3558	4603	4198	5151	3561	4324	3006	5221	2018	5015	3842
PENG0000023925	1	4	1	7	2	0	0	9	6	2	1	2
PENG0000023926	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023927	925	881	1001	876	977	1142	1020	1355	904	744	1073	980
PENG0000023928	11	335	52	191	11	271	28	402	21	364	20	162
PENG0000023929	676	828	743	795	694	264	685	813	1043	529	991	713
PENG0000023930	45	998	406	1088	54	273	265	1613	89	761	795	842
PENG0000023931	2924	1916	2429	2156	2851	2881	2557	1780	2591	1405	2620	2392
PENG0000023932	7	14	37	5	3	1	14	21	1	1	20	10
PENG0000023933	0	3	0	0	0	0	0	0	0	0	0	0
PENG0000023934	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023935	0	0	0	0	0	0	0	0	0	0	1	0
PENG0000023936	0	1	2	4	0	0	0	0	0	0	0	0
PENG0000023937	6	1	2	0	0	0	6	0	13	0	8	1
PENG0000023938	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023939	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023940	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023941	4	9	5	5	5	7	8	1	17	5	9	3
PENG0000023942	4793	5051	5688	5364	5010	2695	6287	6689	4623	3888	5463	4931
PENG0000023943	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023944	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023945	284	493	218	293	259	300	198	343	312	396	234	298
PENG0000023946	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023947	1767	2143	1468	2055	1773	1654	1594	2163	1294	1557	988	2344
PENG0000023948	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023949	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023950	0	0	0	0	0	0	0	2	0	0	0	0
PENG0000023951	0	0	0	0	0	0	0	4	0	0	0	0
PENG0000023952	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023953	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023954	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023955	761	954	792	775	906	500	896	758	797	781	658	594
PENG0000023956	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023957	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023958	0	0	0	0	0	0	0	1	0	0	0	0
PENG0000023959	0	1	7	4	0	0	12	0	0	2	6	1
PENG0000023960	3	0	0	0	0	0	0	0	0	0	0	0
PENG0000023961	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023962	0	0	1	0	0	1	3	2	5	0	2	1
PENG0000023963	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023964	6944	7036	7300	7368	7568	4267	8753	5227	7052	5031	8386	5707
PENG0000023965	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023966	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023967	854	1391	939	1470	966	1358	1014	1892	900	1039	964	1381
PENG0000023968	4	9	2	2	6	9	1	1	7	15	2	0
PENG0000023969	0	4	0	1	0	1	0	0	0	1	4	0
PENG0000023970	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023971	74	166	84	129	105	166	93	105	84	210	105	106
PENG0000023972	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023973	0	4	0	0	0	0	0	0	0	5	0	0
PENG0000023974	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023975	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023976	0	0	0	0	0	0	0	0	0	1	0	0
PENG0000023977	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023978	0	0	0	1	1	0	0	0	0	1	0	0
PENG0000023979	0	3	0	0	1	2	0	0	0	0	0	0
PENG0000023980	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023981	0	2	5	6	1	0	6	3	0	1	32	1
PENG0000023982	0	0	0	0	0	0	0	0	0	0	0	1
PENG0000023983	2	52	4	26	5	78	4	7	22	19	10	27
PENG0000023984	0	0	1	0	0	0	0	0	0	0	0	0
PENG0000023985	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023986	27	79	25	72	61	62	33	96	59	77	17	29
PENG0000023987	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023988	0	0	0	0	0	0	0	0	0	0	0	0
PENG0000023989	1	0	5	0	1	0	2	0	0	0	0	1
PENG0000023990	338	330	237	361	371	384	284	227	310	276	340	332
